customer_id,loyalty_tier,signup_date,city,province
C0001346,bronze,2023-03-01,Oakville,ON
C0001347,bronze,2023-02-17,Oakville,ON
C0001348,silver,2024-12-24,Oakville,ON
C0001349,bronze,2020-10-18,Burlington,ON
C0001350,bronze,2025-01-12,Ottawa,ON
C0001351,none,2018-03-24,Hamilton,ON
C0001352,bronze,2021-11-21,Waterloo,ON
C0001353,none,2021-07-15,Barrie,ON
C0001354,gold,2024-12-11,Sudbury,ON
C0001355,silver,2018-05-13,Windsor,ON
C0001356,bronze,2019-09-26,Guelph,ON
C0001357,silver,2021-10-02,Sudbury,ON
C0001358,none,2024-07-10,Kingston,ON
C0001359,bronze,2021-09-18,Hamilton,ON
C0001360,bronze,2023-02-11,Brampton,ON
C0001361,bronze,2019-06-07,Brampton,ON
C0001362,silver,2025-07-19,Barrie,ON
C0001363,platinum,2024-04-10,Windsor,ON
C0001364,bronze,2018-05-06,Hamilton,ON
C0001365,bronze,2023-08-20,Burlington,ON
C0001366,silver,2019-01-14,Oakville,ON
C0001367,bronze,2022-06-23,Kingston,ON
C0001368,none,2023-09-02,Kitchener,ON
C0001369,platinum,2025-05-29,Barrie,ON
C0001370,silver,2018-07-26,Hamilton,ON
C0001371,gold,2020-04-19,Niagara Falls,ON
C0001372,none,2023-07-11,Brampton,ON
C0001373,none,2020-02-05,Thunder Bay,ON
C0001374,bronze,2023-09-14,London,ON
C0001375,gold,2019-06-20,Windsor,ON
C0001376,none,2019-04-23,St. Catharines,ON
C0001377,none,2022-05-10,Oakville,ON
C0001378,none,2023-07-07,Sudbury,ON
C0001379,silver,2019-08-24,London,ON
C0001380,silver,2024-12-28,Guelph,ON
C0001381,silver,2024-12-13,Toronto,ON
C0001382,none,2018-08-26,Oakville,ON
C0001383,silver,2020-06-08,Kingston,ON
C0001384,bronze,2022-06-13,Mississauga,ON
C0001385,none,2021-12-05,Brampton,ON
C0001386,bronze,2020-01-16,Peterborough,ON
C0001387,bronze,2022-03-28,Hamilton,ON
C0001388,bronze,2025-09-14,Oakville,ON
C0001389,platinum,2020-06-17,Windsor,ON
C0001390,bronze,2019-10-02,Vaughan,ON
C0001391,bronze,2023-11-28,Toronto,ON
C0001392,silver,2022-07-26,Toronto,ON
C0001393,silver,2023-07-16,Mississauga,ON
C0001394,none,2023-03-04,Markham,ON
C0001395,silver,2024-02-02,Guelph,ON
C0001396,none,2023-11-01,Hamilton,ON
C0001397,bronze,2022-11-06,Mississauga,ON
C0001398,silver,2021-08-21,Toronto,ON
C0001399,bronze,2021-09-06,London,ON
C0001400,bronze,2020-02-15,Peterborough,ON
C0001401,none,2021-08-04,Burlington,ON
C0001402,bronze,2022-11-03,Mississauga,ON
C0001403,bronze,2023-09-25,Vaughan,ON
C0001404,gold,2024-03-08,London,ON
C0001405,bronze,2021-01-06,Markham,ON
C0001406,gold,2023-11-12,Thunder Bay,ON
C0001407,bronze,2021-07-01,Kingston,ON
C0001408,gold,2020-11-13,Burlington,ON
C0001409,none,2019-04-24,Sudbury,ON
C0001410,bronze,2020-02-16,Hamilton,ON
C0001411,none,2023-06-09,Brampton,ON
C0001412,none,2019-09-25,Sudbury,ON
C0001413,gold,2018-08-13,Thunder Bay,ON
C0001414,silver,2020-03-05,Hamilton,ON
C0001415,silver,2025-12-04,Kitchener,ON
C0001416,bronze,2019-03-14,Markham,ON
C0001417,bronze,2019-02-25,Waterloo,ON
C0001418,silver,2021-03-24,Guelph,ON
C0001419,gold,2021-01-24,Guelph,ON
C0001420,bronze,2025-05-13,Windsor,ON
C0001421,silver,2019-11-26,Guelph,ON
C0001422,bronze,2021-05-04,Windsor,ON
C0001423,platinum,2020-04-29,Peterborough,ON
C0001424,none,2020-01-01,Markham,ON
C0001425,bronze,2020-07-31,London,ON
C0001426,gold,2020-01-22,St. Catharines,ON
C0001427,none,2023-09-30,Windsor,ON
C0001428,none,2024-04-27,Brampton,ON
C0001429,bronze,2019-06-01,Hamilton,ON
C0001430,bronze,2021-12-20,Thunder Bay,ON
C0001431,gold,2020-02-10,Brampton,ON
C0001432,gold,2024-12-10,Waterloo,ON
C0001433,bronze,2018-10-23,Waterloo,ON
C0001434,platinum,2021-04-10,Niagara Falls,ON
C0001435,silver,2020-08-26,Toronto,ON
C0001436,gold,2020-11-28,Toronto,ON
C0001437,none,2025-07-13,Oakville,ON
C0001438,bronze,2022-04-30,Brampton,ON
C0001439,none,2021-01-15,Mississauga,ON
C0001440,none,2024-06-18,Markham,ON
C0001441,silver,2024-03-21,Vaughan,ON
C0001442,none,2019-02-28,Peterborough,ON
C0001443,bronze,2021-09-11,Waterloo,ON
C0001444,silver,2021-04-19,Toronto,ON
C0001445,none,2021-08-06,Waterloo,ON
C0001446,bronze,2020-10-16,Brampton,ON
C0001447,silver,2024-08-04,St. Catharines,ON
C0001448,gold,2025-12-20,Toronto,ON
C0001449,bronze,2018-03-20,Mississauga,ON
C0001450,platinum,2024-11-08,Brampton,ON
C0001451,gold,2024-12-02,Niagara Falls,ON
C0001452,silver,2020-12-04,Niagara Falls,ON
C0001453,bronze,2021-11-18,Burlington,ON
C0001454,silver,2018-10-26,Waterloo,ON
C0001455,silver,2020-10-22,Ottawa,ON
C0001456,bronze,2019-11-28,Ottawa,ON
C0001457,platinum,2025-04-03,Kitchener,ON
C0001458,gold,2018-11-09,Windsor,ON
C0001459,bronze,2020-09-20,London,ON
C0001460,silver,2021-11-06,Vaughan,ON
C0001461,bronze,2025-10-27,London,ON
C0001462,silver,2024-07-16,Toronto,ON
C0001463,gold,2025-06-29,Thunder Bay,ON
C0001464,none,2020-06-25,Burlington,ON
C0001465,none,2020-02-22,Ottawa,ON
C0001466,bronze,2022-07-28,Thunder Bay,ON
C0001467,gold,2020-09-22,London,ON
C0001468,bronze,2018-02-16,Barrie,ON
C0001469,gold,2024-07-01,London,ON
C0001470,bronze,2018-10-05,Brampton,ON
C0001471,bronze,2019-07-26,Toronto,ON
C0001472,gold,2025-07-19,Brampton,ON
C0001473,bronze,2023-11-09,Sudbury,ON
C0001474,bronze,2023-02-21,Niagara Falls,ON
C0001475,none,2019-01-13,Hamilton,ON
C0001476,none,2020-01-03,Niagara Falls,ON
C0001477,none,2019-08-24,Oakville,ON
C0001478,bronze,2023-02-17,Barrie,ON
C0001479,silver,2022-01-02,Thunder Bay,ON
C0001480,bronze,2020-11-19,Mississauga,ON
C0001481,none,2023-12-20,Ottawa,ON
C0001482,none,2024-03-23,Burlington,ON
C0001483,bronze,2023-12-01,Toronto,ON
C0001484,platinum,2018-11-06,Sudbury,ON
C0001485,bronze,2022-11-15,Mississauga,ON
C0001486,none,2019-09-06,Vaughan,ON
C0001487,bronze,2020-03-06,Toronto,ON
C0001488,gold,2025-10-29,Niagara Falls,ON
C0001489,silver,2021-04-28,Kitchener,ON
C0001490,gold,2024-04-20,Hamilton,ON
C0001491,gold,2019-12-21,Mississauga,ON
C0001492,silver,2025-10-12,Brampton,ON
C0001493,platinum,2020-03-20,Sudbury,ON
C0001494,none,2019-06-16,Kingston,ON
C0001495,gold,2020-08-02,Sudbury,ON
C0001496,gold,2019-05-22,Windsor,ON
C0001497,gold,2022-10-16,Windsor,ON
C0001498,bronze,2019-02-25,Kingston,ON
C0001499,silver,2019-08-30,Kitchener,ON
C0001500,none,2023-08-14,Niagara Falls,ON
C0001501,silver,2018-05-05,Hamilton,ON
C0001502,bronze,2021-07-11,London,ON
C0001503,bronze,2023-07-17,Mississauga,ON
C0001504,silver,2021-07-25,Vaughan,ON
C0001505,bronze,2018-03-05,Ottawa,ON
C0001506,none,2019-04-07,Barrie,ON
C0001507,bronze,2025-10-07,Brampton,ON
C0001508,silver,2024-03-06,Brampton,ON
C0001509,silver,2020-10-20,Mississauga,ON
C0001510,silver,2024-12-27,Kingston,ON
C0001511,none,2018-01-20,Hamilton,ON
C0001512,silver,2018-05-19,Hamilton,ON
C0001513,silver,2025-01-28,Toronto,ON
C0001514,none,2023-05-25,Thunder Bay,ON
C0001515,bronze,2022-10-19,Niagara Falls,ON
C0001516,bronze,2020-10-03,Kingston,ON
C0001517,bronze,2024-07-16,Guelph,ON
C0001518,none,2022-11-13,Brampton,ON
C0001519,none,2021-06-25,Kingston,ON
C0001520,none,2021-01-16,Windsor,ON
C0001521,none,2020-10-31,Kitchener,ON
C0001522,none,2022-08-09,Vaughan,ON
C0001523,silver,2023-03-30,Peterborough,ON
C0001524,bronze,2024-06-09,Sudbury,ON
C0001525,bronze,2021-04-01,St. Catharines,ON
C0001526,silver,2020-01-12,Mississauga,ON
C0001527,bronze,2022-06-14,Peterborough,ON
C0001528,none,2022-09-01,Barrie,ON
C0001529,none,2020-03-22,London,ON
C0001530,none,2018-08-03,Kitchener,ON
C0001531,bronze,2020-08-29,Vaughan,ON
C0001532,bronze,2018-07-26,Mississauga,ON
C0001533,bronze,2018-08-29,Sudbury,ON
C0001534,bronze,2025-09-23,London,ON
C0001535,platinum,2024-04-02,Oakville,ON
C0001536,bronze,2018-04-14,Guelph,ON
C0001537,bronze,2020-10-16,Toronto,ON
C0001538,bronze,2020-01-15,Mississauga,ON
C0001539,silver,2025-10-19,Oakville,ON
C0001540,silver,2021-07-02,Niagara Falls,ON
C0001541,silver,2020-01-30,Burlington,ON
C0001542,none,2023-01-29,Markham,ON
C0001543,bronze,2021-10-20,Burlington,ON
C0001544,silver,2019-07-02,Burlington,ON
C0001545,bronze,2020-06-11,Windsor,ON
C0001546,platinum,2019-01-08,Windsor,ON
C0001547,bronze,2023-07-21,Barrie,ON
C0001548,bronze,2025-10-07,Kingston,ON
C0001549,bronze,2024-06-20,Hamilton,ON
C0001550,bronze,2021-01-01,Barrie,ON
C0001551,gold,2021-11-24,London,ON
C0001552,none,2018-06-27,Markham,ON
C0001553,bronze,2020-12-08,Burlington,ON
C0001554,silver,2018-04-04,Ottawa,ON
C0001555,gold,2023-12-17,Peterborough,ON
C0001556,silver,2025-04-10,Burlington,ON
C0001557,platinum,2019-07-14,Markham,ON
C0001558,gold,2023-05-24,Vaughan,ON
C0001559,bronze,2022-10-18,Brampton,ON
C0001560,gold,2021-05-05,Guelph,ON
C0001561,gold,2023-11-14,London,ON
C0001562,none,2023-06-10,Niagara Falls,ON
C0001563,silver,2020-02-26,Guelph,ON
C0001564,bronze,2024-05-22,Peterborough,ON
C0001565,silver,2023-03-31,Kingston,ON
C0001566,none,2020-07-02,Brampton,ON
C0001567,silver,2023-11-19,Kitchener,ON
C0001568,bronze,2023-02-15,Barrie,ON
C0001569,bronze,2018-12-10,Kingston,ON
C0001570,none,2019-05-02,Hamilton,ON
C0001571,silver,2020-08-04,St. Catharines,ON
C0001572,bronze,2018-05-10,Barrie,ON
C0001573,silver,2021-04-02,Toronto,ON
C0001574,bronze,2021-09-10,Windsor,ON
C0001575,none,2024-03-17,Brampton,ON
C0001576,bronze,2019-05-17,Barrie,ON
C0001577,gold,2022-07-17,Toronto,ON
C0001578,none,2023-04-27,Toronto,ON
C0001579,silver,2021-08-06,Hamilton,ON
C0001580,none,2025-04-05,Vaughan,ON
C0001581,silver,2020-07-20,London,ON
C0001582,none,2021-04-06,Hamilton,ON
C0001583,bronze,2018-01-12,Burlington,ON
C0001584,bronze,2021-04-15,Windsor,ON
C0001585,none,2018-03-01,Windsor,ON
C0001586,bronze,2025-11-14,Sudbury,ON
C0001587,bronze,2019-12-04,London,ON
C0001588,bronze,2024-07-01,Windsor,ON
C0001589,platinum,2018-12-07,Guelph,ON
C0001590,bronze,2020-03-12,Markham,ON
C0001591,gold,2018-12-16,Guelph,ON
C0001592,bronze,2020-12-13,Barrie,ON
C0001593,none,2022-10-28,Hamilton,ON
C0001594,none,2021-05-11,Markham,ON
C0001595,bronze,2022-11-05,Burlington,ON
C0001596,bronze,2024-06-14,Oakville,ON
C0001597,gold,2018-05-11,Kitchener,ON
C0001598,silver,2021-05-24,Barrie,ON
C0001599,bronze,2022-10-02,Kitchener,ON
C0001600,bronze,2022-03-10,Brampton,ON
C0001601,bronze,2019-03-03,Hamilton,ON
C0001602,silver,2019-08-27,Guelph,ON
C0001603,none,2021-01-07,Hamilton,ON
C0001604,none,2023-03-19,Kitchener,ON
C0001605,bronze,2025-12-01,Guelph,ON
C0001606,none,2020-12-12,Hamilton,ON
C0001607,silver,2022-03-06,Waterloo,ON
C0001608,none,2020-06-14,St. Catharines,ON
C0001609,none,2018-04-10,Brampton,ON
C0001610,gold,2021-03-10,Burlington,ON
C0001611,platinum,2020-10-12,Niagara Falls,ON
C0001612,bronze,2019-03-16,Toronto,ON
C0001613,bronze,2023-05-15,Barrie,ON
C0001614,silver,2020-01-26,Windsor,ON
C0001615,none,2019-10-19,Toronto,ON
C0001616,bronze,2021-02-11,Barrie,ON
C0001617,none,2025-09-19,Peterborough,ON
C0001618,bronze,2023-02-03,Toronto,ON
C0001619,platinum,2021-05-27,Markham,ON
C0001620,silver,2024-07-25,Burlington,ON
C0001621,platinum,2018-03-03,London,ON
C0001622,silver,2020-09-11,Ottawa,ON
C0001623,silver,2022-04-29,St. Catharines,ON
C0001624,silver,2021-11-28,Kitchener,ON
C0001625,silver,2023-05-30,Toronto,ON
C0001626,bronze,2023-08-13,Waterloo,ON
C0001627,bronze,2021-08-25,Sudbury,ON
C0001628,bronze,2025-06-09,Windsor,ON
C0001629,none,2025-06-05,Niagara Falls,ON
C0001630,bronze,2021-10-20,Hamilton,ON
C0001631,none,2025-03-20,Thunder Bay,ON
C0001632,bronze,2023-02-16,Toronto,ON
C0001633,none,2019-02-11,Hamilton,ON
C0001634,bronze,2018-12-16,Brampton,ON
C0001635,bronze,2018-08-22,Barrie,ON
C0001636,none,2019-09-11,London,ON
C0001637,platinum,2020-07-01,Sudbury,ON
C0001638,bronze,2018-07-21,Waterloo,ON
C0001639,bronze,2022-11-12,Windsor,ON
C0001640,none,2021-04-16,London,ON
C0001641,gold,2022-10-24,Vaughan,ON
C0001642,silver,2022-01-09,Windsor,ON
C0001643,bronze,2020-03-04,Guelph,ON
C0001644,none,2022-12-02,Thunder Bay,ON
C0001645,silver,2025-08-11,Windsor,ON
C0001646,gold,2020-07-14,Sudbury,ON
C0001647,bronze,2020-06-17,Sudbury,ON
C0001648,none,2022-02-17,London,ON
C0001649,none,2024-06-07,Niagara Falls,ON
C0001650,none,2022-04-02,Brampton,ON
C0001651,silver,2024-08-28,Oakville,ON
C0001652,platinum,2018-08-05,Barrie,ON
C0001653,platinum,2018-10-15,Brampton,ON
C0001654,silver,2021-04-02,St. Catharines,ON
C0001655,none,2019-11-11,Guelph,ON
C0001656,platinum,2018-03-09,Oakville,ON
C0001657,bronze,2019-09-21,Thunder Bay,ON
C0001658,bronze,2020-03-03,Waterloo,ON
C0001659,silver,2025-05-11,Toronto,ON
C0001660,none,2024-04-04,Oakville,ON
C0001661,gold,2020-10-22,Ottawa,ON
C0001662,platinum,2025-08-31,Barrie,ON
C0001663,silver,2024-09-10,Sudbury,ON
C0001664,silver,2020-01-03,Peterborough,ON
C0001665,bronze,2021-10-28,Mississauga,ON
C0001666,none,2025-05-17,Ottawa,ON
C0001667,silver,2021-08-28,Brampton,ON
C0001668,bronze,2020-12-19,Mississauga,ON
C0001669,gold,2025-03-24,Guelph,ON
C0001670,none,2023-04-14,London,ON
C0001671,bronze,2021-07-12,Waterloo,ON
C0001672,bronze,2024-12-16,Peterborough,ON
C0001673,silver,2023-12-17,Mississauga,ON
C0001674,silver,2020-10-13,Windsor,ON
C0001675,platinum,2021-05-25,Peterborough,ON
C0001676,bronze,2018-05-19,Niagara Falls,ON
C0001677,bronze,2018-10-25,London,ON
C0001678,none,2025-08-20,London,ON
C0001679,none,2018-06-05,Sudbury,ON
C0001680,bronze,2024-09-11,Mississauga,ON
C0001681,bronze,2019-09-01,Barrie,ON
C0001682,bronze,2022-05-02,Peterborough,ON
C0001683,bronze,2023-10-12,Peterborough,ON
C0001684,silver,2025-12-06,St. Catharines,ON
C0001685,gold,2020-12-27,London,ON
C0001686,none,2025-05-27,Burlington,ON
C0001687,bronze,2021-08-19,Oakville,ON
C0001688,silver,2024-12-08,Barrie,ON
C0001689,silver,2018-10-25,London,ON
C0001690,gold,2020-02-23,Ottawa,ON
C0001691,none,2022-12-26,Brampton,ON
C0001692,bronze,2023-08-26,Kingston,ON
C0001693,gold,2024-06-05,Waterloo,ON
C0001694,bronze,2020-11-11,Thunder Bay,ON
C0001695,bronze,2022-12-31,Brampton,ON
C0001696,platinum,2022-12-19,Windsor,ON
C0001697,none,2025-11-17,London,ON
C0001698,silver,2018-12-09,Windsor,ON
C0001699,gold,2018-02-17,Mississauga,ON
C0001700,none,2022-08-08,Niagara Falls,ON
C0001701,silver,2018-02-15,Hamilton,ON
C0001702,bronze,2019-07-27,Kitchener,ON
C0001703,gold,2022-01-01,Vaughan,ON
C0001704,gold,2020-02-22,Niagara Falls,ON
C0001705,gold,2020-02-18,Waterloo,ON
C0001706,none,2020-10-08,Mississauga,ON
C0001707,silver,2023-06-29,Kingston,ON
C0001708,gold,2020-12-04,Ottawa,ON
C0001709,silver,2024-05-06,Mississauga,ON
C0001710,silver,2019-04-10,Mississauga,ON
C0001711,none,2018-10-27,Peterborough,ON
C0001712,gold,2019-05-02,Oakville,ON
C0001713,none,2025-05-04,Barrie,ON
C0001714,bronze,2020-03-21,London,ON
C0001715,gold,2018-03-29,Burlington,ON
C0001716,gold,2020-07-10,Oakville,ON
C0001717,platinum,2023-07-05,Waterloo,ON
C0001718,bronze,2020-11-23,Brampton,ON
C0001719,none,2021-01-28,St. Catharines,ON
C0001720,bronze,2018-09-10,Burlington,ON
C0001721,none,2023-05-05,Markham,ON
C0001722,gold,2019-10-07,Burlington,ON
C0001723,bronze,2018-10-13,Windsor,ON
C0001724,bronze,2023-09-20,Guelph,ON
C0001725,none,2025-07-01,Mississauga,ON
C0001726,bronze,2022-11-19,Barrie,ON
C0001727,gold,2025-07-02,Barrie,ON
C0001728,silver,2021-03-21,Guelph,ON
C0001729,none,2022-02-26,Sudbury,ON
C0001730,none,2020-11-09,St. Catharines,ON
C0001731,bronze,2022-01-29,Peterborough,ON
C0001732,none,2025-02-22,Ottawa,ON
C0001733,gold,2023-01-29,Windsor,ON
C0001734,silver,2018-03-20,Markham,ON
C0001735,none,2022-08-22,Windsor,ON
C0001736,silver,2021-01-07,Barrie,ON
C0001737,bronze,2022-05-08,Thunder Bay,ON
C0001738,none,2022-06-18,Niagara Falls,ON
C0001739,bronze,2022-09-18,Oakville,ON
C0001740,none,2024-12-06,Ottawa,ON
C0001741,bronze,2024-11-13,Mississauga,ON
C0001742,gold,2025-10-09,Markham,ON
C0001743,gold,2022-11-21,Windsor,ON
C0001744,bronze,2020-04-13,Thunder Bay,ON
C0001745,silver,2019-07-27,Hamilton,ON
C0001746,none,2024-10-17,Niagara Falls,ON
C0001747,bronze,2025-04-24,Hamilton,ON
C0001748,none,2018-04-19,Niagara Falls,ON
C0001749,bronze,2019-09-24,Toronto,ON
C0001750,none,2023-06-09,Kitchener,ON
C0001751,gold,2019-04-28,Kitchener,ON
C0001752,gold,2018-05-27,Hamilton,ON
C0001753,bronze,2025-12-23,Oakville,ON
C0001754,silver,2018-10-09,Ottawa,ON
C0001755,none,2019-09-16,Markham,ON
C0001756,silver,2025-11-29,Toronto,ON
C0001757,bronze,2018-10-20,Toronto,ON
C0001758,none,2024-05-26,Barrie,ON
C0001759,silver,2022-07-01,Burlington,ON
C0001760,bronze,2022-04-27,Brampton,ON
C0001761,bronze,2024-08-14,Barrie,ON
C0001762,bronze,2018-03-04,Markham,ON
C0001763,none,2018-06-27,Burlington,ON
C0001764,none,2019-07-26,Toronto,ON
C0001765,silver,2021-12-03,Guelph,ON
C0001766,silver,2025-09-12,Guelph,ON
C0001767,none,2018-07-20,Ottawa,ON
C0001768,bronze,2021-05-12,Oakville,ON
C0001769,silver,2021-06-06,Hamilton,ON
C0001770,silver,2019-07-29,Sudbury,ON
C0001771,gold,2020-10-02,Peterborough,ON
C0001772,bronze,2019-08-11,Toronto,ON
C0001773,bronze,2019-02-05,Guelph,ON
C0001774,bronze,2022-03-04,Peterborough,ON
C0001775,bronze,2025-06-13,Windsor,ON
C0001776,none,2021-03-26,Waterloo,ON
C0001777,none,2023-01-30,Toronto,ON
C0001778,gold,2023-05-13,Toronto,ON
C0001779,none,2024-09-29,Toronto,ON
C0001780,silver,2024-08-06,Markham,ON
C0001781,bronze,2025-04-01,Thunder Bay,ON
C0001782,bronze,2024-07-07,Waterloo,ON
C0001783,gold,2025-06-11,Kingston,ON
C0001784,silver,2025-09-23,Hamilton,ON
C0001785,none,2023-12-26,Sudbury,ON
C0001786,silver,2021-12-12,Vaughan,ON
C0001787,bronze,2020-06-15,Barrie,ON
C0001788,bronze,2022-07-28,Toronto,ON
C0001789,silver,2024-08-19,Toronto,ON
C0001790,silver,2024-01-11,Mississauga,ON
C0001791,bronze,2022-02-28,Kingston,ON
C0001792,platinum,2018-08-11,Oakville,ON
C0001793,silver,2020-03-04,Niagara Falls,ON
C0001794,silver,2022-08-14,Niagara Falls,ON
C0001795,none,2021-02-01,Kingston,ON
C0001796,none,2021-08-25,Burlington,ON
C0001797,bronze,2020-05-30,Toronto,ON
C0001798,silver,2018-08-11,St. Catharines,ON
C0001799,bronze,2021-09-24,Hamilton,ON
C0001800,silver,2021-07-24,Ottawa,ON
C0001801,none,2024-04-02,Ottawa,ON
C0001802,silver,2018-11-24,Mississauga,ON
C0001803,silver,2021-11-17,Kingston,ON
C0001804,silver,2024-10-30,Mississauga,ON
C0001805,silver,2020-02-22,Waterloo,ON
C0001806,gold,2020-07-13,St. Catharines,ON
C0001807,none,2018-09-13,Hamilton,ON
C0001808,silver,2022-08-06,London,ON
C0001809,platinum,2024-11-05,Hamilton,ON
C0001810,bronze,2021-11-07,Kingston,ON
C0001811,none,2021-05-04,Thunder Bay,ON
C0001812,platinum,2023-12-29,Peterborough,ON
C0001813,none,2021-07-15,Niagara Falls,ON
C0001814,bronze,2021-03-10,London,ON
C0001815,none,2024-02-10,Niagara Falls,ON
C0001816,bronze,2020-04-09,Kingston,ON
C0001817,bronze,2024-10-18,Windsor,ON
C0001818,bronze,2020-02-23,Niagara Falls,ON
C0001819,gold,2022-02-02,St. Catharines,ON
C0001820,bronze,2020-01-02,Burlington,ON
C0001821,bronze,2023-01-22,Windsor,ON
C0001822,gold,2021-06-22,Guelph,ON
C0001823,silver,2019-11-30,Niagara Falls,ON
C0001824,none,2023-12-14,Kingston,ON
C0001825,none,2025-06-25,Peterborough,ON
C0001826,silver,2018-03-23,Niagara Falls,ON
C0001827,gold,2022-07-18,Sudbury,ON
C0001828,bronze,2023-10-01,Markham,ON
C0001829,none,2023-10-04,Sudbury,ON
C0001830,silver,2019-10-07,Hamilton,ON
C0001831,silver,2018-11-30,Windsor,ON
C0001832,bronze,2022-02-09,Oakville,ON
C0001833,gold,2023-02-05,Niagara Falls,ON
C0001834,silver,2020-04-25,Burlington,ON
C0001835,silver,2020-12-14,Guelph,ON
C0001836,silver,2022-04-04,Mississauga,ON
C0001837,silver,2021-08-08,Peterborough,ON
C0001838,bronze,2021-11-13,Barrie,ON
C0001839,bronze,2023-06-17,Windsor,ON
C0001840,silver,2025-11-16,Windsor,ON
C0001841,silver,2024-05-15,Guelph,ON
C0001842,bronze,2018-01-24,Vaughan,ON
C0001843,none,2020-10-17,Ottawa,ON
C0001844,silver,2018-01-29,Vaughan,ON
C0001845,silver,2024-12-26,Guelph,ON
C0001846,bronze,2023-02-27,Hamilton,ON
C0001847,bronze,2019-10-02,Ottawa,ON
C0001848,none,2024-09-17,Kingston,ON
C0001849,platinum,2022-07-03,Vaughan,ON
C0001850,gold,2018-05-31,Kitchener,ON
C0001851,bronze,2019-03-18,London,ON
C0001852,bronze,2024-06-22,Hamilton,ON
C0001853,silver,2020-04-25,Kitchener,ON
C0001854,bronze,2022-03-13,Thunder Bay,ON
C0001855,platinum,2025-03-01,Toronto,ON
C0001856,none,2020-04-24,Thunder Bay,ON
C0001857,none,2018-02-03,Peterborough,ON
C0001858,bronze,2018-09-03,Windsor,ON
C0001859,none,2025-04-29,Kitchener,ON
C0001860,silver,2022-10-19,Burlington,ON
C0001861,silver,2020-08-17,Brampton,ON
C0001862,none,2018-08-18,Kitchener,ON
C0001863,bronze,2023-07-27,Peterborough,ON
C0001864,silver,2018-04-26,Vaughan,ON
C0001865,gold,2018-09-26,Ottawa,ON
C0001866,bronze,2022-10-02,Ottawa,ON
C0001867,none,2023-02-17,Ottawa,ON
C0001868,bronze,2022-07-23,Burlington,ON
C0001869,bronze,2025-04-11,St. Catharines,ON
C0001870,silver,2020-02-26,St. Catharines,ON
C0001871,bronze,2022-06-11,Peterborough,ON
C0001872,none,2020-06-13,Barrie,ON
C0001873,silver,2020-11-24,St. Catharines,ON
C0001874,bronze,2019-03-17,Thunder Bay,ON
C0001875,none,2024-05-07,Windsor,ON
C0001876,bronze,2023-08-19,St. Catharines,ON
C0001877,gold,2023-09-14,Toronto,ON
C0001878,silver,2019-02-20,Kitchener,ON
C0001879,bronze,2018-12-10,Waterloo,ON
C0001880,silver,2024-04-04,Thunder Bay,ON
C0001881,bronze,2023-04-30,Ottawa,ON
C0001882,bronze,2018-03-28,Toronto,ON
C0001883,bronze,2023-04-27,Windsor,ON
C0001884,none,2025-11-03,Ottawa,ON
C0001885,bronze,2024-01-07,London,ON
C0001886,gold,2020-03-22,Niagara Falls,ON
C0001887,none,2020-07-13,Peterborough,ON
C0001888,silver,2024-01-07,Kitchener,ON
C0001889,silver,2021-03-18,Guelph,ON
C0001890,bronze,2023-11-23,Niagara Falls,ON
C0001891,none,2025-09-06,Oakville,ON
C0001892,none,2021-03-30,London,ON
C0001893,none,2022-08-03,Thunder Bay,ON
C0001894,bronze,2021-12-02,Kitchener,ON
C0001895,platinum,2022-01-25,Guelph,ON
C0001896,gold,2018-08-10,Brampton,ON
C0001897,none,2025-11-23,Thunder Bay,ON
C0001898,none,2022-04-30,Oakville,ON
C0001899,none,2019-11-02,Thunder Bay,ON
C0001900,platinum,2022-08-05,Niagara Falls,ON
C0001901,none,2021-03-08,Sudbury,ON
C0001902,none,2024-07-29,Barrie,ON
C0001903,silver,2024-01-30,Ottawa,ON
C0001904,bronze,2021-01-21,Sudbury,ON
C0001905,none,2023-09-15,Kitchener,ON
C0001906,silver,2018-04-07,Peterborough,ON
C0001907,none,2025-09-25,Markham,ON
C0001908,none,2022-02-01,Mississauga,ON
C0001909,none,2023-03-27,Windsor,ON
C0001910,bronze,2023-02-28,Peterborough,ON
C0001911,platinum,2020-07-03,Kingston,ON
C0001912,bronze,2023-07-09,Windsor,ON
C0001913,silver,2021-03-07,London,ON
C0001914,bronze,2023-06-12,Kitchener,ON
C0001915,silver,2018-09-20,Barrie,ON
C0001916,platinum,2019-03-03,Peterborough,ON
C0001917,bronze,2025-05-23,Brampton,ON
C0001918,platinum,2023-11-21,Kitchener,ON
C0001919,silver,2019-01-11,Burlington,ON
C0001920,silver,2019-09-17,Kingston,ON
C0001921,none,2022-05-14,London,ON
C0001922,silver,2018-01-18,Thunder Bay,ON
C0001923,bronze,2021-03-18,Niagara Falls,ON
C0001924,gold,2020-08-12,Guelph,ON
C0001925,gold,2019-01-28,Brampton,ON
C0001926,bronze,2020-05-26,Sudbury,ON
C0001927,gold,2020-05-06,Markham,ON
C0001928,gold,2018-07-16,Burlington,ON
C0001929,bronze,2023-01-26,Peterborough,ON
C0001930,none,2020-03-06,Thunder Bay,ON
C0001931,none,2018-04-02,London,ON
C0001932,none,2018-03-06,London,ON
C0001933,none,2025-09-23,Mississauga,ON
C0001934,platinum,2018-12-12,Thunder Bay,ON
C0001935,none,2025-04-10,Toronto,ON
C0001936,silver,2019-05-02,Toronto,ON
