return_id,sale_id,transaction_id,return_date,store_id,customer_id,employee_id,product_id,return_quantity,return_amount,return_reason,return_channel,refund_method,receipt_present,item_condition,policy_exception_flag
RT00000781,SL00027569,TXN000027569,2024-01-29,S017,C0000627,E00065,P000098,1,23.13,damaged,in_store,debit_card,True,damaged,True
RT00000782,SL00044190,TXN000044190,2025-01-20,S019,C0003114,E00010,P000169,2,18.54,other,in_store,cash,True,unopened,False
RT00000783,SL00001320,TXN000001320,2024-11-09,S005,C0007210,E00043,P000389,1,79.87,duplicate_purchase,mail,store_credit,True,opened,True
RT00000784,SL00043153,TXN000043153,2024-06-18,S018,C0006414,E00109,P000447,1,33.33,damaged,in_store,debit_card,True,damaged,True
RT00000785,SL00015965,TXN000015965,2024-05-13,S012,C0001323,E00087,P000112,1,23.3,other,mail,debit_card,True,unopened,False
RT00000786,SL00045771,TXN000045771,2025-05-20,S012,C0000947,E00095,P000482,1,31.45,late_delivery,curbside,cash,True,opened,False
RT00000787,SL00024845,TXN000024845,2024-06-05,S008,C0006753,E00122,P000213,1,56.75,wrong_size,in_store,debit_card,False,opened,True
RT00000788,SL00044717,TXN000044717,2025-11-07,S020,C0004334,E00028,P000270,1,26.23,duplicate_purchase,in_store,cash,True,unopened,False
RT00000789,SL00048151,TXN000048151,2025-04-16,S015,C0000078,E00020,P000270,1,32.79,changed_mind,in_store,store_credit,True,opened,False
RT00000790,SL00025926,TXN000025926,2025-01-02,S017,C0006019,E00065,P000378,1,29.16,changed_mind,mail,credit_card,True,unopened,False
RT00000791,SL00019977,TXN000019977,2025-07-16,S019,C0004279,E00010,P000179,1,45.88,not_as_described,in_store,debit_card,True,unopened,False
RT00000792,SL00018078,TXN000018078,2025-10-09,S012,C0005028,E00111,P000109,1,30.05,changed_mind,in_store,credit_card,True,unopened,False
RT00000793,SL00005007,TXN000005007,2024-08-12,S013,C0008929,E00124,P000472,2,143.06,not_as_described,mail,debit_card,True,opened,False
RT00000794,SL00038647,TXN000038647,2024-04-21,S011,C0001669,E00070,P000383,1,62.8,damaged,in_store,cash,True,damaged,True
RT00000795,SL00034166,TXN000034166,2024-07-24,S015,C0002080,E00020,P000319,1,37.45,wrong_size,in_store,credit_card,True,opened,False
RT00000796,SL00031050,TXN000031050,2025-04-10,S008,C0000497,E00101,P000018,1,39.17,defective,mail,cash,True,defective,False
RT00000797,SL00005607,TXN000005607,2024-05-19,S014,C0001081,E00088,P000106,3,95.55,damaged,in_store,cash,True,opened,False
RT00000798,SL00005933,TXN000005933,2025-09-19,S010,C0007500,E00077,P000339,2,57.12,wrong_size,mail,store_credit,True,missing_packaging,True
RT00000799,SL00048450,TXN000048450,2025-10-19,S002,C0007627,E00064,P000268,1,24.44,changed_mind,mail,credit_card,True,opened,False
RT00000800,SL00010901,TXN000010901,2024-07-23,S009,C0007284,E00045,P000257,1,336.22,duplicate_purchase,in_store,store_credit,True,defective,True
RT00000801,SL00009111,TXN000009111,2024-07-24,S019,C0006663,E00029,P000053,1,171.42,changed_mind,mail,gift_card,True,missing_packaging,False
RT00000802,SL00036674,TXN000036674,2024-09-17,S011,C0005140,E00024,P000418,2,206.6,not_as_described,in_store,debit_card,True,opened,True
RT00000803,SL00048797,TXN000048797,2024-11-27,S014,C0002491,E00015,P000489,1,16.86,not_as_described,in_store,credit_card,True,opened,False
RT00000804,SL00002525,TXN000002525,2024-05-12,S014,C0000212,E00114,P000148,2,48.52,duplicate_purchase,in_store,store_credit,False,opened,True
RT00000805,SL00017952,TXN000017952,2024-09-14,S020,C0004586,E00034,P000088,1,22.21,not_as_described,in_store,store_credit,True,opened,True
RT00000806,SL00001064,TXN000001064,2025-06-09,S008,C0001823,E00122,P000103,1,16.9,changed_mind,in_store,cash,True,opened,False
RT00000807,SL00003265,TXN000003265,2025-06-30,S013,C0004164,E00124,P000359,1,16.9,changed_mind,in_store,debit_card,True,unopened,False
RT00000808,SL00042290,TXN000042290,2025-10-06,S002,C0006836,E00053,P000365,2,59.4,changed_mind,in_store,credit_card,True,opened,False
RT00000809,SL00013107,TXN000013107,2025-11-26,S017,C0003219,E00065,P000121,1,49.13,changed_mind,curbside,debit_card,True,unopened,False
RT00000810,SL00028628,TXN000028628,2024-03-10,S010,C0007947,E00077,P000014,1,33.65,not_as_described,mail,debit_card,True,opened,False
RT00000811,SL00013138,TXN000013138,2024-02-09,S015,C0003671,E00058,P000261,2,78.0,defective,mail,debit_card,True,defective,False
RT00000812,SL00000306,TXN000000306,2024-04-06,S011,C0004065,E00013,P000032,1,28.85,changed_mind,in_store,credit_card,True,missing_packaging,False
RT00000813,SL00014383,TXN000014383,2024-07-16,S017,C0009834,E00139,P000015,2,37.3,changed_mind,in_store,store_credit,True,unopened,False
RT00000814,SL00002999,TXN000002999,2025-02-08,S012,C0007563,E00021,P000135,1,35.87,not_as_described,in_store,store_credit,True,opened,False
RT00000815,SL00003406,TXN000003406,2024-05-09,S017,C0003852,E00065,P000230,2,50.63,changed_mind,in_store,debit_card,True,opened,False
RT00000816,SL00049478,TXN000049478,2024-02-29,S008,C0009774,E00050,P000132,1,33.49,changed_mind,in_store,credit_card,True,opened,False
RT00000817,SL00020888,TXN000020888,2025-01-24,S013,C0009269,E00124,P000249,1,19.34,changed_mind,in_store,credit_card,True,damaged,True
RT00000818,SL00016564,TXN000016564,2026-01-11,S019,C0002748,E00032,P000192,1,18.74,damaged,in_store,credit_card,False,damaged,True
RT00000819,SL00042164,TXN000042164,2025-01-05,S006,C0009000,E00091,P000428,1,23.06,not_as_described,in_store,gift_card,False,unopened,True
RT00000820,SL00012255,TXN000012255,2024-06-09,S010,C0008957,E00077,P000137,1,139.41,changed_mind,in_store,debit_card,True,opened,False
RT00000821,SL00000217,TXN000000217,2024-11-18,S004,C0003560,E00107,P000185,1,37.57,late_delivery,in_store,debit_card,True,opened,False
RT00000822,SL00034365,TXN000034365,2024-08-04,S008,C0001497,E00089,P000182,1,19.09,changed_mind,in_store,cash,True,opened,False
RT00000823,SL00006764,TXN000006764,2025-03-10,S018,C0007687,E00002,P000106,1,33.62,defective,in_store,credit_card,True,defective,False
RT00000824,SL00045901,TXN000045901,2024-05-11,S013,C0008839,E00059,P000042,3,37.51,damaged,in_store,store_credit,True,damaged,True
RT00000825,SL00029363,TXN000029363,2024-11-10,S019,C0009062,E00067,P000272,2,330.75,wrong_size,mail,store_credit,True,missing_packaging,True
RT00000826,SL00048003,TXN000048003,2025-06-13,S015,C0006811,E00019,P000284,1,67.73,changed_mind,in_store,debit_card,False,missing_packaging,True
RT00000827,SL00016771,TXN000016771,2024-10-10,S013,C0007963,E00124,P000120,1,19.41,defective,in_store,credit_card,True,opened,False
RT00000828,SL00015375,TXN000015375,2025-04-15,S013,C0000728,E00124,P000312,1,47.21,changed_mind,mail,store_credit,True,opened,True
RT00000829,SL00004321,TXN000004321,2024-11-16,S015,C0009077,E00058,P000436,1,20.37,duplicate_purchase,in_store,gift_card,False,unopened,True
RT00000830,SL00037765,TXN000037765,2025-03-04,S014,C0000295,E00054,P000276,1,18.52,damaged,mail,credit_card,True,damaged,True
RT00000831,SL00017934,TXN000017934,2025-08-23,S004,C0003786,E00038,P000033,1,19.43,changed_mind,in_store,cash,True,unopened,False
RT00000832,SL00034917,TXN000034917,2025-07-14,S016,C0004167,E00039,P000416,1,24.6,defective,mail,store_credit,True,defective,False
RT00000833,SL00015710,TXN000015710,2024-04-28,S011,C0006606,E00024,P000414,1,36.91,duplicate_purchase,in_store,cash,True,opened,False
RT00000834,SL00006579,TXN000006579,2024-10-07,S007,C0006834,E00118,P000002,1,50.71,damaged,in_store,debit_card,True,opened,False
RT00000835,SL00046004,TXN000046004,2025-05-12,S018,C0005648,E00109,P000330,1,33.82,changed_mind,in_store,credit_card,True,unopened,True
RT00000836,SL00036184,TXN000036184,2024-12-15,S019,C0001946,E00010,P000048,1,47.36,wrong_size,in_store,credit_card,True,unopened,False
RT00000837,SL00042851,TXN000042851,2024-11-29,S014,C0006041,E00088,P000132,3,118.2,changed_mind,in_store,cash,True,opened,False
RT00000838,SL00020820,TXN000020820,2025-04-12,S008,C0003719,E00101,P000334,1,49.41,changed_mind,in_store,credit_card,True,unopened,False
RT00000839,SL00036016,TXN000036016,2024-08-03,S017,C0006448,E00139,P000315,1,10.12,not_as_described,in_store,credit_card,True,unopened,False
RT00000840,SL00008994,TXN000008994,2025-06-19,S018,C0003144,E00099,P000231,3,42.06,changed_mind,in_store,store_credit,True,opened,True
RT00000841,SL00035024,TXN000035024,2024-04-04,S002,C0000441,E00132,P000152,2,20.48,changed_mind,in_store,credit_card,True,unopened,False
RT00000842,SL00020621,TXN000020621,2025-04-17,S013,C0006475,E00059,P000012,2,22.29,wrong_size,curbside,store_credit,False,unopened,True
RT00000843,SL00039286,TXN000039286,2025-02-12,S020,C0009244,E00061,P000347,1,4.67,changed_mind,in_store,store_credit,True,unopened,True
RT00000844,SL00026831,TXN000026831,2024-10-04,S013,C0003770,E00124,P000435,1,52.52,changed_mind,in_store,store_credit,True,unopened,True
RT00000845,SL00033043,TXN000033043,2025-11-19,S019,C0001578,E00029,P000271,1,18.28,duplicate_purchase,in_store,debit_card,True,opened,False
RT00000846,SL00040770,TXN000040770,2024-02-04,S001,C0008778,E00143,P000282,1,11.85,not_as_described,mail,debit_card,True,opened,False
RT00000847,SL00013661,TXN000013661,2025-05-16,S010,C0002072,E00136,P000350,1,71.59,changed_mind,in_store,store_credit,True,opened,False
RT00000848,SL00047489,TXN000047489,2025-11-03,S020,C0003021,E00028,P000182,1,27.27,not_as_described,in_store,credit_card,True,opened,False
RT00000849,SL00031033,TXN000031033,2025-03-07,S018,C0008186,E00002,P000433,1,33.61,other,in_store,store_credit,False,unopened,True
RT00000850,SL00048004,TXN000048004,2024-02-21,S018,C0007299,E00099,P000088,1,19.99,defective,mail,store_credit,True,opened,False
RT00000851,SL00041285,TXN000041285,2025-03-26,S018,C0001149,E00134,P000356,1,26.54,changed_mind,in_store,credit_card,True,missing_packaging,False
RT00000852,SL00022390,TXN000022390,2025-07-10,S013,C0008473,E00124,P000416,1,22.14,other,in_store,store_credit,True,unopened,False
RT00000853,SL00049988,TXN000049988,2024-08-07,S005,C0003031,E00141,P000362,1,13.55,wrong_size,curbside,credit_card,True,unopened,False
RT00000854,SL00021484,TXN000021484,2024-09-03,S013,C0001099,E00100,P000315,3,32.26,changed_mind,mail,credit_card,True,opened,False
RT00000855,SL00048729,TXN000048729,2024-12-27,S013,C0004682,E00124,P000277,1,13.21,changed_mind,in_store,cash,False,opened,True
RT00000856,SL00036005,TXN000036005,2024-06-10,S020,C0008861,E00028,P000470,1,28.96,other,mail,credit_card,True,missing_packaging,False
RT00000857,SL00022443,TXN000022443,2025-04-22,S013,C0007406,E00124,P000131,1,45.63,changed_mind,mail,credit_card,True,opened,False
RT00000858,SL00031704,TXN000031704,2024-05-04,S013,C0008097,E00124,P000327,2,83.24,wrong_size,in_store,store_credit,True,unopened,False
RT00000859,SL00004579,TXN000004579,2025-07-31,S003,C0009442,E00071,P000270,1,32.79,wrong_size,in_store,store_credit,True,unopened,True
RT00000860,SL00047645,TXN000047645,2024-02-29,S015,C0006778,E00058,P000494,1,18.9,wrong_size,in_store,store_credit,False,defective,True
RT00000861,SL00046665,TXN000046665,2024-07-09,S003,C0004464,E00110,P000474,1,17.59,damaged,in_store,store_credit,True,opened,True
RT00000862,SL00041024,TXN000041024,2024-07-09,S013,C0001272,E00056,P000143,1,21.69,wrong_size,in_store,debit_card,True,opened,False
RT00000863,SL00029278,TXN000029278,2025-08-30,S018,C0008383,E00109,P000013,1,12.5,damaged,curbside,credit_card,True,opened,False
RT00000864,SL00004647,TXN000004647,2024-04-15,S015,C0005481,E00058,P000225,1,35.92,defective,in_store,credit_card,True,defective,False
RT00000865,SL00039898,TXN000039898,2025-03-17,S013,C0001906,E00124,P000376,1,39.05,damaged,in_store,cash,True,damaged,True
RT00000866,SL00032493,TXN000032493,2024-12-22,S014,C0008832,E00149,P000322,1,30.91,changed_mind,mail,debit_card,True,unopened,False
RT00000867,SL00034776,TXN000034776,2025-08-27,S008,C0008299,E00050,P000046,1,35.85,changed_mind,curbside,cash,True,opened,False
RT00000868,SL00029047,TXN000029047,2024-12-14,S018,C0002114,E00109,P000109,1,26.88,other,in_store,cash,True,damaged,True
RT00000869,SL00039343,TXN000039343,2024-12-31,S002,C0003565,E00064,P000089,4,299.56,changed_mind,in_store,store_credit,True,opened,True
RT00000870,SL00004372,TXN000004372,2024-09-09,S015,C0009339,E00093,P000474,2,35.18,changed_mind,mail,credit_card,True,opened,False
RT00000871,SL00043361,TXN000043361,2025-03-02,S008,C0003641,E00089,P000342,3,22.69,defective,in_store,credit_card,True,opened,False
RT00000872,SL00013105,TXN000013105,2025-03-29,S008,C0005855,E00122,P000447,1,33.33,changed_mind,mail,debit_card,True,unopened,False
RT00000873,SL00029051,TXN000029051,2025-01-07,S015,C0002671,E00020,P000103,3,50.7,damaged,in_store,gift_card,True,damaged,True
RT00000874,SL00008258,TXN000008258,2024-06-18,S008,C0004403,E00101,P000043,1,22.56,duplicate_purchase,curbside,cash,True,unopened,False
RT00000875,SL00013688,TXN000013688,2024-11-25,S016,C0003305,E00083,P000137,3,397.32,not_as_described,in_store,store_credit,True,opened,True
RT00000876,SL00044982,TXN000044982,2025-03-22,S019,C0004091,E00010,P000074,1,28.31,changed_mind,in_store,debit_card,True,opened,False
RT00000877,SL00004609,TXN000004609,2024-09-29,S015,C0009458,E00020,P000444,1,27.01,changed_mind,in_store,cash,False,opened,True
RT00000878,SL00026552,TXN000026552,2024-04-03,S018,C0009477,E00109,P000330,2,67.64,wrong_size,in_store,credit_card,True,unopened,False
RT00000879,SL00021284,TXN000021284,2025-03-29,S013,C0008330,E00100,P000036,1,18.63,damaged,in_store,gift_card,True,damaged,True
RT00000880,SL00040963,TXN000040963,2024-11-05,S020,C0009382,E00066,P000416,1,24.6,other,in_store,gift_card,True,missing_packaging,False
RT00000881,SL00002333,TXN000002333,2024-02-14,S013,C0001047,E00059,P000236,1,44.31,changed_mind,in_store,debit_card,True,defective,False
RT00000882,SL00034629,TXN000034629,2024-09-06,S008,C0009715,E00089,P000066,1,28.54,duplicate_purchase,in_store,debit_card,True,damaged,True
RT00000883,SL00026161,TXN000026161,2025-02-27,S020,C0006765,E00028,P000383,2,119.32,wrong_size,in_store,cash,True,opened,False
RT00000884,SL00047474,TXN000047474,2024-03-30,S017,C0006765,E00086,P000015,1,15.85,not_as_described,in_store,debit_card,True,unopened,False
RT00000885,SL00033754,TXN000033754,2025-07-03,S013,C0002088,E00124,P000360,1,20.81,changed_mind,curbside,gift_card,True,unopened,False
RT00000886,SL00011500,TXN000011500,2025-07-01,S018,C0002491,E00002,P000474,1,17.59,changed_mind,in_store,cash,True,unopened,False
RT00000887,SL00049145,TXN000049145,2024-12-04,S013,C0008820,E00056,P000032,1,27.41,changed_mind,in_store,cash,True,unopened,False
RT00000888,SL00046334,TXN000046334,2024-07-27,S018,C0006095,E00099,P000071,1,9.28,changed_mind,mail,debit_card,True,missing_packaging,False
RT00000889,SL00015254,TXN000015254,2024-02-25,S015,C0006915,E00020,P000305,1,38.29,duplicate_purchase,in_store,credit_card,True,opened,False
RT00000890,SL00011524,TXN000011524,2024-10-31,S001,C0002037,E00144,P000451,1,31.69,not_as_described,in_store,gift_card,True,unopened,False
RT00000891,SL00001366,TXN000001366,2026-02-28,S018,C0008964,E00099,P000418,1,92.97,changed_mind,in_store,debit_card,True,unopened,True
RT00000892,SL00036269,TXN000036269,2024-08-27,S014,C0003266,E00088,P000225,1,43.62,damaged,in_store,debit_card,True,opened,False
RT00000893,SL00005633,TXN000005633,2025-09-14,S020,C0006873,E00051,P000458,1,87.47,changed_mind,in_store,store_credit,True,opened,False
RT00000894,SL00009688,TXN000009688,2024-02-07,S004,C0004460,E00025,P000415,1,35.44,not_as_described,mail,debit_card,True,unopened,False
RT00000895,SL00010791,TXN000010791,2025-06-19,S013,C0004245,E00124,P000103,1,15.21,wrong_size,in_store,credit_card,True,opened,False
RT00000896,SL00020851,TXN000020851,2024-03-01,S008,C0000885,E00089,P000029,2,99.52,duplicate_purchase,curbside,credit_card,True,defective,False
RT00000897,SL00038093,TXN000038093,2025-07-21,S013,C0005336,E00124,P000035,5,459.28,late_delivery,in_store,store_credit,True,opened,True
RT00000898,SL00022501,TXN000022501,2025-09-30,S013,C0009201,E00100,P000427,1,141.02,duplicate_purchase,in_store,store_credit,True,unopened,True
RT00000899,SL00032850,TXN000032850,2024-07-22,S004,C0007591,E00038,P000118,2,215.88,wrong_size,in_store,store_credit,True,opened,True
RT00000900,SL00023160,TXN000023160,2024-11-19,S008,C0000758,E00027,P000375,1,85.21,damaged,in_store,gift_card,True,damaged,True
RT00000901,SL00048009,TXN000048009,2025-04-06,S012,C0001940,E00095,P000027,1,27.79,not_as_described,in_store,gift_card,True,missing_packaging,False
RT00000902,SL00049961,TXN000049961,2025-12-31,S010,C0000872,E00077,P000455,1,31.8,wrong_size,mail,debit_card,True,unopened,False
RT00000903,SL00021167,TXN000021167,2024-12-03,S015,C0007496,E00019,P000393,1,27.62,defective,in_store,store_credit,False,defective,True
RT00000904,SL00022080,TXN000022080,2025-08-11,S012,C0002375,E00111,P000439,1,16.28,changed_mind,in_store,debit_card,True,missing_packaging,False
RT00000905,SL00044742,TXN000044742,2025-11-28,S016,C0003878,E00083,P000230,1,28.29,not_as_described,in_store,credit_card,True,unopened,False
RT00000906,SL00001918,TXN000001918,2024-03-31,S013,C0008464,E00124,P000090,1,23.75,damaged,in_store,store_credit,False,damaged,True
RT00000907,SL00012384,TXN000012384,2024-07-21,S019,C0009020,E00010,P000253,1,43.74,not_as_described,in_store,credit_card,True,opened,False
RT00000908,SL00021204,TXN000021204,2025-02-20,S007,C0001901,E00120,P000335,1,32.22,changed_mind,in_store,debit_card,False,opened,True
RT00000909,SL00018778,TXN000018778,2024-06-24,S004,C0007815,E00038,P000178,1,27.57,changed_mind,in_store,credit_card,True,unopened,False
RT00000910,SL00040275,TXN000040275,2025-06-27,S018,C0004373,E00099,P000015,2,37.3,changed_mind,in_store,store_credit,True,opened,True
RT00000911,SL00004703,TXN000004703,2024-06-24,S001,C0008517,E00143,P000180,1,26.98,changed_mind,mail,debit_card,True,defective,True
RT00000912,SL00034835,TXN000034835,2024-02-13,S017,C0001919,E00018,P000023,1,47.75,other,mail,credit_card,True,unopened,False
RT00000913,SL00025506,TXN000025506,2025-07-22,S004,C0008515,E00052,P000310,1,4.24,changed_mind,mail,debit_card,False,opened,True
RT00000914,SL00014088,TXN000014088,2025-01-02,S015,C0002444,E00020,P000354,1,26.85,defective,in_store,credit_card,True,defective,False
RT00000915,SL00015344,TXN000015344,2025-11-02,S019,C0009132,E00010,P000171,1,9.42,defective,in_store,store_credit,True,damaged,True
RT00000916,SL00024081,TXN000024081,2024-11-18,S008,C0007321,E00050,P000042,1,11.19,defective,in_store,debit_card,True,defective,False
RT00000917,SL00005256,TXN000005256,2025-12-06,S008,C0000445,E00122,P000471,2,37.54,damaged,in_store,credit_card,True,damaged,True
RT00000918,SL00013322,TXN000013322,2024-08-03,S018,C0002187,E00102,P000428,1,23.06,wrong_size,in_store,store_credit,True,opened,False
RT00000919,SL00016384,TXN000016384,2024-03-26,S011,C0000288,E00073,P000277,1,13.21,changed_mind,mail,store_credit,True,unopened,False
RT00000920,SL00024492,TXN000024492,2024-07-24,S019,C0002326,E00029,P000180,1,29.98,changed_mind,in_store,debit_card,True,unopened,False
RT00000921,SL00038368,TXN000038368,2024-08-06,S008,C0005979,E00001,P000035,1,96.69,late_delivery,mail,credit_card,True,unopened,False
RT00000922,SL00009291,TXN000009291,2025-09-24,S018,C0006882,E00134,P000214,2,55.26,other,mail,credit_card,True,unopened,False
RT00000923,SL00009465,TXN000009465,2024-07-19,S013,C0003014,E00124,P000319,1,41.86,defective,in_store,credit_card,True,defective,False
RT00000924,SL00029441,TXN000029441,2025-11-13,S001,C0006962,E00143,P000060,1,16.02,wrong_size,in_store,credit_card,True,missing_packaging,False
RT00000925,SL00006253,TXN000006253,2025-01-21,S020,C0005349,E00034,P000013,2,22.37,defective,mail,credit_card,True,defective,False
RT00000926,SL00037760,TXN000037760,2025-10-25,S009,C0003867,E00104,P000036,1,16.77,changed_mind,mail,credit_card,True,opened,False
RT00000927,SL00049097,TXN000049097,2025-01-12,S018,C0002795,E00099,P000086,1,17.1,not_as_described,in_store,store_credit,True,opened,False
RT00000928,SL00041161,TXN000041161,2024-11-11,S013,C0004529,E00056,P000416,1,23.37,wrong_size,in_store,cash,True,unopened,False
RT00000929,SL00023303,TXN000023303,2024-01-27,S005,C0007923,E00003,P000183,1,21.9,other,in_store,debit_card,True,unopened,False
RT00000930,SL00039009,TXN000039009,2024-08-23,S013,C0003035,E00060,P000326,1,26.04,changed_mind,mail,store_credit,True,opened,False
RT00000931,SL00017129,TXN000017129,2024-08-11,S008,C0002515,E00101,P000036,1,18.63,changed_mind,curbside,gift_card,True,opened,False
RT00000932,SL00041951,TXN000041951,2026-01-04,S019,C0008843,E00010,P000146,1,148.71,changed_mind,in_store,cash,True,opened,False
RT00000933,SL00046704,TXN000046704,2025-09-12,S008,C0006897,E00089,P000148,1,21.83,duplicate_purchase,in_store,store_credit,True,opened,False
RT00000934,SL00008354,TXN000008354,2025-06-27,S009,C0007592,E00085,P000327,1,41.62,defective,mail,cash,True,opened,False
RT00000935,SL00023465,TXN000023465,2025-03-01,S020,C0009827,E00061,P000182,1,27.27,not_as_described,in_store,debit_card,False,unopened,True
RT00000936,SL00008892,TXN000008892,2024-04-23,S004,C0004422,E00038,P000225,1,51.32,changed_mind,mail,debit_card,True,unopened,False
RT00000937,SL00021161,TXN000021161,2024-01-28,S013,C0008653,E00059,P000432,1,35.89,not_as_described,mail,debit_card,False,missing_packaging,True
RT00000938,SL00010316,TXN000010316,2024-03-27,S015,C0006989,E00019,P000268,2,48.88,defective,in_store,store_credit,False,defective,True
RT00000939,SL00022401,TXN000022401,2025-12-07,S017,C0005747,E00065,P000353,1,11.59,changed_mind,in_store,credit_card,True,unopened,False
RT00000940,SL00000839,TXN000000839,2024-03-22,S008,C0009010,E00089,P000058,1,20.87,changed_mind,mail,credit_card,True,unopened,False
RT00000941,SL00033106,TXN000033106,2024-09-02,S015,C0009140,E00135,P000469,2,25.18,changed_mind,mail,gift_card,True,opened,False
RT00000942,SL00010566,TXN000010566,2024-04-07,S007,C0000584,E00097,P000473,1,64.17,not_as_described,in_store,cash,True,defective,False
RT00000943,SL00002070,TXN000002070,2024-06-14,S004,C0006813,E00025,P000268,1,24.44,other,in_store,credit_card,True,unopened,False
RT00000944,SL00006007,TXN000006007,2024-12-30,S008,C0007531,E00122,P000330,1,33.82,other,curbside,store_credit,False,opened,True
RT00000945,SL00045820,TXN000045820,2025-10-23,S011,C0000173,E00070,P000016,1,145.18,defective,in_store,credit_card,True,opened,False
RT00000946,SL00025211,TXN000025211,2024-04-22,S018,C0007583,E00099,P000146,3,469.59,duplicate_purchase,mail,store_credit,True,damaged,True
RT00000947,SL00009051,TXN000009051,2025-12-17,S018,C0009777,E00102,P000149,1,49.53,wrong_size,curbside,debit_card,True,unopened,False
RT00000948,SL00009208,TXN000009208,2024-06-12,S003,C0007052,E00145,P000019,1,44.68,wrong_size,in_store,debit_card,True,missing_packaging,False
RT00000949,SL00015070,TXN000015070,2024-12-05,S011,C0000693,E00047,P000207,1,30.01,duplicate_purchase,in_store,credit_card,True,opened,False
RT00000950,SL00015366,TXN000015366,2025-08-26,S019,C0004147,E00116,P000446,1,49.43,defective,mail,store_credit,True,opened,True
RT00000951,SL00001003,TXN000001003,2025-12-03,S020,C0005601,E00049,P000028,1,20.97,changed_mind,mail,credit_card,True,damaged,True
RT00000952,SL00032852,TXN000032852,2025-01-04,S011,C0005159,E00024,P000142,1,27.35,changed_mind,mail,cash,True,damaged,True
RT00000953,SL00012301,TXN000012301,2025-07-05,S017,C0007531,E00018,P000432,1,39.88,wrong_size,in_store,credit_card,True,defective,False
RT00000954,SL00047800,TXN000047800,2025-06-13,S015,C0009029,E00062,P000102,1,80.15,damaged,in_store,debit_card,True,opened,False
RT00000955,SL00000474,TXN000000474,2024-02-26,S018,C0003642,E00099,P000182,1,25.91,wrong_size,in_store,credit_card,True,opened,False
RT00000956,SL00031157,TXN000031157,2025-10-17,S016,C0008650,E00083,P000110,1,25.5,other,in_store,debit_card,True,opened,False
RT00000957,SL00003927,TXN000003927,2025-10-15,S004,C0000742,E00038,P000224,1,11.64,changed_mind,in_store,store_credit,True,missing_packaging,False
RT00000958,SL00038945,TXN000038945,2024-05-20,S003,C0006404,E00145,P000010,1,17.26,wrong_size,in_store,credit_card,True,defective,False
RT00000959,SL00019074,TXN000019074,2025-12-08,S018,C0000138,E00102,P000365,4,132.0,defective,in_store,credit_card,True,defective,False
RT00000960,SL00026899,TXN000026899,2024-12-25,S008,C0007811,E00122,P000416,1,24.6,late_delivery,curbside,debit_card,True,opened,False
RT00000961,SL00026740,TXN000026740,2025-02-06,S005,C0007157,E00127,P000100,1,15.25,not_as_described,in_store,gift_card,True,opened,False
RT00000962,SL00004250,TXN000004250,2025-06-29,S012,C0003727,E00016,P000126,1,17.45,wrong_size,in_store,store_credit,False,opened,True
RT00000963,SL00028734,TXN000028734,2024-09-06,S019,C0000640,E00029,P000176,2,72.16,other,in_store,store_credit,False,unopened,True
RT00000964,SL00037789,TXN000037789,2025-11-03,S004,C0006582,E00041,P000275,1,40.34,other,in_store,store_credit,True,unopened,True
RT00000965,SL00028040,TXN000028040,2025-01-12,S020,C0002936,E00061,P000004,1,21.51,duplicate_purchase,in_store,debit_card,True,opened,False
RT00000966,SL00047527,TXN000047527,2025-07-18,S004,C0002232,E00038,P000367,1,40.41,duplicate_purchase,in_store,credit_card,True,opened,False
RT00000967,SL00002175,TXN000002175,2024-04-12,S009,C0006900,E00040,P000309,1,51.27,defective,in_store,store_credit,True,opened,False
RT00000968,SL00003865,TXN000003865,2025-11-04,S017,C0008690,E00139,P000053,1,171.42,duplicate_purchase,mail,cash,True,opened,False
RT00000969,SL00039248,TXN000039248,2025-09-07,S018,C0009274,E00099,P000163,1,28.48,changed_mind,in_store,credit_card,True,unopened,False
RT00000970,SL00000048,TXN000000048,2025-05-04,S010,C0008090,E00136,P000362,1,13.55,defective,in_store,debit_card,True,damaged,True
RT00000971,SL00015801,TXN000015801,2024-04-11,S018,C0000584,E00102,P000040,2,36.21,defective,curbside,debit_card,True,defective,False
RT00000972,SL00012533,TXN000012533,2025-03-13,S018,C0009268,E00008,P000036,1,16.77,damaged,in_store,credit_card,True,damaged,True
RT00000973,SL00005168,TXN000005168,2024-02-06,S015,C0009453,E00058,P000144,1,30.25,not_as_described,in_store,gift_card,True,unopened,False
RT00000974,SL00016369,TXN000016369,2024-12-08,S018,C0000598,E00102,P000114,1,12.03,changed_mind,in_store,debit_card,True,opened,False
RT00000975,SL00019948,TXN000019948,2024-11-01,S018,C0003671,E00102,P000085,2,28.52,changed_mind,in_store,credit_card,True,unopened,False
RT00000976,SL00048878,TXN000048878,2024-03-07,S015,C0006606,E00058,P000273,1,86.65,changed_mind,in_store,credit_card,True,unopened,False
RT00000977,SL00006409,TXN000006409,2025-06-25,S012,C0009191,E00095,P000365,1,31.35,changed_mind,in_store,credit_card,False,unopened,True
RT00000978,SL00015256,TXN000015256,2025-12-14,S012,C0002508,E00084,P000386,2,32.96,changed_mind,in_store,debit_card,True,unopened,False
RT00000979,SL00017504,TXN000017504,2025-07-11,S020,C0004113,E00061,P000317,1,11.27,late_delivery,mail,store_credit,True,opened,False
